target,text
ham,"Its ok., i just askd did u knw tht no?"
ham,In which place i can get rooms cheap:-)
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
ham,Lmao!nice 1
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,"I'm outside islands, head towards hard rock and you'll run into me"
ham,If I get there before you after your ten billion calls and texts so help me god
ham,I don't know but I'm raping dudes at poker
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,I will spoil you in bed as well :)
ham,What happened to our yo date?
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,Its not that time of the month nor mid of the time?
ham,U ned to convince him tht its not possible witot hurting his feeling its the main
ham,Sent me ur email id soon
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,What you thinked about me. First time you saw me in class.
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,Yep get with the program. You're slacking.
ham,"Right on brah, see you later"
ham,"Oh yes, why is it like torture watching england?"
ham,Lol for real. She told my dad I have cancer
ham,"Yes, princess. Are you going to make me moan?"
ham,R u meeting da ge at nite tmr?
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Is that seriously how you spell his name?
ham,&lt;#&gt;  am I think? Should say on syllabus
ham,We left already we at orchard now.
ham,Wife.how she knew the time of murder exactly
ham,Ok... Thanx... Gd nite 2 ü too...
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,Boo. How's things? I'm back at home and a little bored already :-(
ham,No..its ful of song lyrics..
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Am in film ill call you later.
ham,Can... I'm free...
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Leave it de:-). Start Prepare for next:-)..
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?"
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,Hey we can go jazz power yoga hip hop kb and yogasana
ham,Remember to ask alex about his pizza
ham,"Just sent you an email – to an address with incomm in it, is that right?"
spam,Adult 18 Content Your video will be with you shortly
ham,Dunno lei he neva say...
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham,I have a sore throat. It's scratches when I talk
ham,Do you still have the grinder?
ham,U sure u can't take any sick time?
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,I might go 2 sch. Yar at e salon now v boring.
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up
ham,I AM AT THE GAS STATION. GO THERE.
ham,See the forwarding message for proof
ham,I will once i get home
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,He is a womdarfull actor
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,"Text me when you get off, don't call, my phones having problems"
ham,Crucify is c not s. You should have told me earlier.
ham,I could ask carlos if we could get more if anybody else can chip in
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,Haven't left yet so probably gonna be here til dinner
ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
ham,Then ur sis how?
ham,"Ah, well that confuses things, doesn‘t it?"
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,"Goodnight, sleep well da please take care pa. Please."
ham,"Uncle G, just checking up on you. Do have a rewarding month"
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,Oh is it! Which brand?
ham,"Aight will do, thanks again for comin out"
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
ham,"Sorry, went to bed early, nightnight"
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,Yeah that'd pretty much be the best case scenario
ham,Fine if thats the way u feel. Thats the way its gota b
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,"Sorry,in meeting I'll call later"
ham,Do u still have plumbers tape and a wrench we could borrow?
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,"[…] anyway, many good evenings to u! s"
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,No plm i will come da. On the way.
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
ham,What is important is that you prevent dehydration by giving her enough fluids
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,"came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
ham,"Sorry, was in the bathroom, sup"
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,"Yeah, that's fine! It's £6 to get in, is that ok?"
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham,"Ok, be careful ! Don't text and drive !"
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,Then ur physics get a-?
ham,I am taking you for italian food. How about a pretty dress with no panties? :)
ham,S..antha num corrct dane
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Am not interested to do like that.
ham,I cant pick the phone right now. Pls send a message
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
ham,K k:) sms chat with me.
ham,Yes just finished watching days of our lives. I love it.
ham,Ok
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,"Goodmorning,my grandfather expired..so am on leave today."
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
